2024-04-24 19:04:57.973 +02:00 [INF] Test info channel
2024-04-24 19:12:27.207 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=3702.054
2024-04-24 19:12:27.245 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.407
2024-04-24 19:12:27.498 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=000.519
2024-04-24 19:12:27.547 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=000.537
2024-04-24 19:12:38.567 +02:00 [INF] Request Ip=::1 Url=/ Time=006.252
2024-04-24 19:12:38.579 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=11024.442
2024-04-24 19:12:38.639 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=001.198
2024-04-24 19:12:38.823 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=000.288
2024-04-24 19:12:38.881 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=001.789
2024-04-24 19:15:50.176 +02:00 [INF] Request Ip=::1 Url=/ Time=018.499
2024-04-24 19:15:50.200 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=191299.727
2024-04-24 19:15:50.246 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.530
2024-04-24 19:15:50.806 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=001.738
2024-04-24 19:15:50.933 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=001.381
2024-04-24 19:16:03.033 +02:00 [INF] Request Ip=::1 Url=/ Time=004.499
2024-04-24 19:16:03.044 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=12106.763
2024-04-24 19:16:03.077 +02:00 [INF] Request Ip=::1 Url=/static/css/site.css Time=001.035
2024-04-24 19:16:03.084 +02:00 [INF] Request Ip=::1 Url=/static/assets/logo.png Time=000.975
2024-04-24 19:16:03.085 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=001.879
2024-04-24 19:16:03.095 +02:00 [INF] Request Ip=::1 Url=/_content/MudBlazor/MudBlazor.min.css Time=012.513
2024-04-24 19:16:03.099 +02:00 [INF] Request Ip=::1 Url=/_content/MudBlazor/MudBlazor.min.js Time=001.311
2024-04-24 19:16:03.105 +02:00 [INF] Request Ip=::1 Url=/static/js/twConfig.js Time=023.318
2024-04-24 19:16:03.108 +02:00 [INF] Request Ip=::1 Url=/static/js/baseDomManagement.js Time=001.466
2024-04-24 19:16:03.115 +02:00 [INF] Request Ip=::1 Url=/static/js/readerStorageManagement.js Time=000.985
2024-04-24 19:16:03.400 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=000.387
2024-04-24 19:16:03.446 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=000.458
2024-04-24 19:16:03.742 +02:00 [INF] Request Ip=::1 Url=/static/assets/logo.png Time=002.913
2024-04-24 19:16:17.697 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=14211.071
2024-04-24 19:17:40.422 +02:00 [INF] Request Ip=::1 Url=/ Time=010.574
2024-04-24 19:17:40.505 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.355
2024-04-24 19:17:40.505 +02:00 [INF] Request Ip=::1 Url=/static/js/twConfig.js Time=001.162
2024-04-24 19:17:41.283 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=000.233
2024-04-24 19:17:41.624 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=000.429
2024-04-24 19:17:43.550 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=1901.549
2024-04-24 19:17:47.944 +02:00 [INF] Request Ip=::1 Url=/ Time=005.365
2024-04-24 19:17:48.016 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.490
2024-04-24 19:17:48.273 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=000.137
2024-04-24 19:17:48.360 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=000.210
2024-04-24 19:18:20.367 +02:00 [INF] Request Ip=::1 Url=/ Time=016.353
2024-04-24 19:18:20.382 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=31878.112
2024-04-24 19:18:20.421 +02:00 [INF] Request Ip=::1 Url=/static/js/twConfig.js Time=000.313
2024-04-24 19:18:20.421 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.105
2024-04-24 19:18:20.675 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=001.858
2024-04-24 19:18:20.791 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=001.311
2024-04-24 19:18:22.561 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=1614.883
2024-04-24 19:19:17.855 +02:00 [INF] Test info channel
2024-04-24 19:19:18.828 +02:00 [INF] Request Ip=::1 Url=/ Time=328.010
2024-04-24 19:19:18.855 +02:00 [INF] Request Ip=127.0.0.1 Url=/ Time=021.195
2024-04-24 19:19:18.919 +02:00 [INF] Request Ip=127.0.0.1 Url=/static/js/twConfig.js Time=004.401
2024-04-24 19:19:18.920 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=004.661
2024-04-24 19:19:18.986 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=001.544
2024-04-24 19:19:19.237 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=003.559
2024-04-24 19:19:19.322 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=001.820
2024-04-24 19:19:19.343 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=006.388
2024-04-24 19:19:19.367 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=000.470
2024-04-24 19:19:45.355 +02:00 [INF] Request Ip=::1 Url=/ Time=034.456
2024-04-24 19:19:45.397 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=26011.468
2024-04-24 19:19:45.416 +02:00 [INF] Request Ip=127.0.0.1 Url=/static/js/twConfig.js Time=000.962
2024-04-24 19:19:45.419 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.385
2024-04-24 19:19:45.688 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=001.630
2024-04-24 19:19:45.710 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=001.374
2024-04-24 19:20:09.360 +02:00 [INF] Request Ip=::1 Url=/ Time=010.943
2024-04-24 19:20:09.392 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=23677.659
2024-04-24 19:20:09.442 +02:00 [INF] Request Ip=127.0.0.1 Url=/static/js/twConfig.js Time=000.651
2024-04-24 19:20:09.442 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.301
2024-04-24 19:20:09.647 +02:00 [INF] Request Ip=127.0.0.1 Url=/_blazor/initializers Time=000.492
2024-04-24 19:20:09.710 +02:00 [INF] Request Ip=127.0.0.1 Url=/_blazor/negotiate Time=000.888
2024-04-24 19:20:14.662 +02:00 [INF] Request Ip=127.0.0.1 Url=/ Time=007.499
2024-04-24 19:20:14.690 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=4936.992
2024-04-24 19:20:14.730 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.350
2024-04-24 19:20:14.915 +02:00 [INF] Request Ip=127.0.0.1 Url=/_blazor/initializers Time=000.387
2024-04-24 19:20:14.971 +02:00 [INF] Request Ip=127.0.0.1 Url=/_blazor/negotiate Time=000.791
2024-04-24 19:20:22.222 +02:00 [INF] Request Ip=127.0.0.1 Url=/ Time=006.617
2024-04-24 19:20:22.250 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=7255.755
2024-04-24 19:20:22.292 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.579
2024-04-24 19:20:22.504 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=000.335
2024-04-24 19:20:22.593 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=000.774
2024-04-24 19:22:12.317 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=172780.047
2024-04-24 19:22:12.317 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=109716.320
2024-04-24 19:22:15.141 +02:00 [INF] Request Ip=::1 Url=/ Time=003.476
2024-04-24 19:22:15.171 +02:00 [INF] Request Ip=::1 Url=/static/js/twConfig.js Time=000.255
2024-04-24 19:22:15.171 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.166
2024-04-24 19:22:15.251 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=000.163
2024-04-24 19:22:15.481 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=000.236
2024-04-24 19:22:15.668 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=000.258
2024-04-24 19:23:01.458 +02:00 [INF] Request Ip=::1 Url=/ Time=012.240
2024-04-24 19:23:01.470 +02:00 [INF] Request Ip=::1 Url=/_blazor Time=45969.743
2024-04-24 19:23:01.504 +02:00 [INF] Request Ip=::1 Url=/_framework/blazor.server.js Time=000.198
2024-04-24 19:23:01.504 +02:00 [INF] Request Ip=::1 Url=/static/js/twConfig.js Time=000.788
2024-04-24 19:23:01.955 +02:00 [INF] Request Ip=::1 Url=/_blazor/initializers Time=001.603
2024-04-24 19:23:02.005 +02:00 [INF] Request Ip=::1 Url=/_blazor/negotiate Time=001.220
